Date,Open,High,Low,Close,Adj Close,Volume
2019-04-04,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-05,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-08,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-09,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-10,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-11,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-12,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-15,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-16,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-17,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-18,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-22,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-23,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-24,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-25,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-26,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-29,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-04-30,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-05-01,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-05-02,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-05-03,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-05-06,49.250000,49.250000,49.250000,49.250000,49.250000,0
2019-05-07,56.000000,56.000000,55.000000,55.000000,55.000000,1449
2019-05-08,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-09,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-10,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-13,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-14,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-15,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-16,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-17,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-20,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-21,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-22,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-23,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-24,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-28,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-29,55.000000,55.000000,55.000000,55.000000,55.000000,0
2019-05-30,54.900002,54.900002,54.900002,54.900002,54.900002,120
2019-05-31,54.900002,54.900002,54.900002,54.900002,54.900002,0
2019-06-03,54.900002,54.900002,54.900002,54.900002,54.900002,0
2019-06-04,54.000000,54.000000,54.000000,54.000000,54.000000,367
2019-06-05,55.750000,55.750000,55.500000,55.500000,55.500000,285
2019-06-06,55.500000,55.500000,55.500000,55.500000,55.500000,0
2019-06-07,58.000000,58.799999,58.000000,58.799999,58.799999,500
2019-06-10,61.500000,61.500000,61.000000,61.000000,61.000000,1761
2019-06-11,61.000000,61.000000,61.000000,61.000000,61.000000,0
2019-06-12,57.000000,57.000000,57.000000,57.000000,57.000000,332
2019-06-13,55.799999,56.000000,55.500000,55.500000,55.500000,690
2019-06-14,55.500000,55.500000,55.500000,55.500000,55.500000,0
2019-06-17,54.299999,54.299999,54.299999,54.299999,54.299999,143
2019-06-18,54.500000,54.500000,54.299999,54.299999,54.299999,390
2019-06-19,54.689999,54.689999,54.689999,54.689999,54.689999,100
2019-06-20,54.689999,54.689999,54.689999,54.689999,54.689999,0
2019-06-21,54.689999,54.689999,54.689999,54.689999,54.689999,0
2019-06-24,54.689999,54.689999,54.689999,54.689999,54.689999,0
2019-06-25,54.689999,54.689999,54.689999,54.689999,54.689999,0
2019-06-26,54.689999,54.689999,54.689999,54.689999,54.689999,0
2019-06-27,54.689999,54.689999,54.689999,54.689999,54.689999,0
2019-06-28,58.000000,58.000000,58.000000,58.000000,58.000000,137
2019-07-01,58.000000,58.000000,58.000000,58.000000,58.000000,0
2019-07-02,58.000000,58.000000,58.000000,58.000000,58.000000,0
2019-07-03,57.299999,57.299999,57.299999,57.299999,57.299999,150
2019-07-05,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-08,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-09,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-10,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-11,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-12,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-15,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-16,57.299999,57.299999,57.299999,57.299999,57.299999,0
2019-07-17,57.299999,57.299999,57.299999,57.299999,57.299999,0
